1375229,178000,3415,24
1375230,178000,884,39
1375231,178001,1913,136
1375232,178001,946,174
1375233,178001,2310,77
1375234,178001,3539,50
1375235,178002,3574,30
1375236,178002,2419,20
1375237,178002,757,57
1375238,178003,2346,33
1375239,178003,3592,33
1375240,178004,1318,56
1375241,178004,2966,161
1375242,178004,2008,86
1375243,178004,1776,58
1375246,178004,3574,368
1375248,178005,3294,145
1375250,178006,3169,153
1375251,178006,1077,202
1375252,178006,2943,202
1375253,178006,1106,202
1375254,178006,3100,202
1375255,178007,1537,131
1375256,178007,2563,111
1375257,178007,2451,23
1375258,178007,2000,125
1375259,178007,2019,23
1375260,178007,1858,91
1375261,178007,1230,295
1375262,178007,1878,295
1375263,178007,1422,112
1375264,178007,788,137
1375265,178007,2494,81
1375266,178007,471,172
1375267,178007,3142,238
1375268,178007,1449,155
1375269,178008,3226,88
1375270,178008,1021,164
1375271,178008,2585,251
1375272,178008,2046,118
1375273,178008,3292,67
1375274,178008,3210,22
1375275,178008,3507,121
1375276,178008,3478,22
1375277,178008,1555,158
1375278,178008,163,75
1375279,178008,1463,99
1375280,178008,147,99
1375281,178008,447,86
1375282,178008,2570,164
1375283,178008,975,231
1375284,178008,2799,209
1375285,178008,1926,42
1375286,178008,894,210
1375287,178008,3459,143
1375288,178008,880,143
1375289,178008,2326,112
1375290,178008,3470,73
1375291,178008,2818,187
1375292,178008,3574,187
1375293,178008,2380,73
1375294,178008,3230,145
1375295,178008,942,143
1375296,178008,2133,205
1375297,178008,465,137
1375298,178009,3010,258
1375299,178009,1046,341
1375300,178009,3078,341
1375301,178009,951,319
1375302,178009,1347,95
1375303,178009,884,95
1375304,178009,2408,122
1375305,178009,2065,224
1375306,178009,94,108
1375307,178009,2254,108
1375308,178010,3561,63
1375309,178010,2500,117
1375310,178010,1211,144
1375311,178010,1936,133
1375312,178010,1753,48
1375313,178010,2008,48
1375314,178011,3031,171
1375315,178011,1336,230
1375316,178011,2733,170
1375317,178011,2637,16
1375318,178011,159,74
1375319,178012,1506,85
1375321,178012,2432,115
1375322,178012,3570,50
1375325,178012,2339,317
1375326,178013,789,49
1375327,178013,967,66
1375328,178013,2289,35
1375329,178013,1500,57
1375330,178014,2494,119
1375331,178014,2468,15
1375332,178014,2040,81
1375333,178014,96,72
1375334,178015,1579,85
1375335,178015,3440,25
1375336,178015,932,98
1375337,178015,2508,158
1375338,178015,1098,172
1375339,178015,3571,52
1375340,178015,914,39
1375341,178015,2400,77
1375342,178015,2636,144
1375343,178015,3392,45
1375344,178016,1304,85
1375345,178016,3224,173
1375346,178016,2488,89
1375347,178016,962,234
1375348,178016,1999,214
1375349,178016,2559,120
1375350,178016,1383,141
1375351,178016,1426,22
1375352,178016,2442,209
1375353,178016,1521,184
1375354,178016,3387,37
1375355,178016,884,145
1375356,178016,2472,234
1375357,178016,2008,120
1375358,178016,452,145
1375359,178017,3571,125
1375360,178017,3570,24
1375361,178017,2433,81
1375362,178017,3181,327
1375363,178017,1562,126
1375364,178017,997,222
1375365,178017,1434,249
1375366,178017,1435,24
1375367,178017,870,144
1375368,178017,1402,144
1375369,178017,3327,68
1375370,178017,957,159
1375371,178017,1776,280
1375372,178017,1191,303
1375373,178018,2289,16
1375374,178018,425,27
1375375,178018,422,6
1375376,178018,2494,45
1375377,178018,3197,24
1375378,178018,2498,24
1375380,178019,3472,191
1375382,178019,2208,76
1375384,178019,3195,75
1375385,178019,1568,14
1375386,178019,1847,27
1375387,178019,975,95
1375388,178019,2430,42
1375389,178020,2511,174
1375390,178020,3686,174
1375391,178020,2577,174
1375392,178020,1942,117
1375393,178020,858,135
1375394,178020,1391,129
1375395,178020,1229,230
1375396,178020,3090,319
1375397,178020,1749,41
1375398,178020,1085,271
1375399,178020,3104,311
1375400,178020,1997,126
1375401,178020,3316,67
1375402,178020,3718,87
1375403,178021,2476,179
1375404,178021,1942,121
1375405,178022,1575,86
1375406,178022,137,52
1375407,178022,2521,87
1375408,178022,2033,82
1375409,178022,1133,160
1375410,178022,2446,174
1375411,178022,979,160
1375412,178022,1585,125
1375413,178022,1994,50
1375414,178022,2343,147
1375415,178022,3568,51
1375416,178022,2320,51
1375417,178022,3205,100
1375418,178022,3091,104
1375419,178022,1166,218
1375420,178022,3207,113
1375421,178022,1540,25
1375422,178022,166,52
1375423,178022,460,60
1375424,178022,2636,98
1375425,178022,723,93
1375426,178023,2137,56
1375427,178023,1846,34
1375428,178023,1209,105
1375429,178023,2664,89
1375430,178023,1207,89
1375431,178023,790,90
1375432,178023,1454,49
1375433,178023,1534,19
1375435,178024,1422,85
1375436,178024,1497,29
1375437,178024,3396,21
1375438,178025,2003,157
1375439,178025,3402,68
1375440,178025,964,145
1375441,178025,2323,114
1375442,178025,3504,74
1375443,178025,2220,185
1375444,178025,3114,133
1375445,178025,1727,42
1375447,178026,2943,207
1375448,178026,3572,156
1375449,178027,2961,153
1375450,178027,1138,202
1375451,178028,3016,64
1375452,178028,1022,84
1375453,178028,3113,84
1375454,178028,1675,11
1375455,178028,1264,75
1375456,178028,1111,38
1375457,178029,2675,106
1375458,178029,1223,164
1375459,178029,2697,164
1375460,178029,1940,29
1375461,178029,3415,47
1375462,178029,981,99
1375463,178029,2802,145
1375464,178029,2495,53
1375465,178029,1808,22
1375466,178029,1276,195
1375467,178029,2678,164
1375468,178029,937,145
1375469,178029,1802,175
1375470,178029,1446,74
1375471,178029,423,95
1375472,178029,2449,113
1375473,178029,1260,179
1375474,178029,2769,164
1375475,178030,2769,100
1375477,178030,966,136
1375478,178031,3575,63
1375482,178031,3575,321
1375483,178032,3856,15
1375484,178032,1586,84
1375485,178033,1516,34
1375486,178033,1224,57
1375487,178033,879,66
1375488,178033,934,58
1375489,178033,2417,31
1375490,178034,1276,94
1375491,178034,2690,268
1375492,178034,1930,48
1375493,178034,99,119
1375494,178034,174,25
1375495,178034,2446,142
1375496,178034,1671,36
1375497,178034,1299,318
1375498,178035,3181,136
1375499,178035,3392,86
1375503,178036,896,493
1375504,178036,2620,209
1375505,178036,1423,63
1375506,178036,1686,107
1375507,178036,1113,273
1375508,178036,1080,22
1375510,178036,1166,628
1375511,178036,2591,229
1375512,178036,3682,153
1375513,178036,3113,238
1375514,178036,1080,314
1375516,178036,146,502
1375517,178036,98,22
1375518,178036,1647,148
1375519,178036,1227,281
1375520,178036,2821,237
1375522,178036,3521,187
1375523,178036,1396,183
1375524,178036,3220,61
1375525,178036,1087,164
1375526,178036,3057,314
1375527,178036,3224,150
1375528,178037,2384,26
1375529,178037,3565,33
1375530,178037,3571,10
1375531,178037,725,85
1375532,178037,3570,85
1375533,178038,935,38
1375534,178038,2575,159
1375535,178039,2264,33
1375536,178039,1823,147
1375537,178039,156,85
1375538,178039,435,50
1375539,178039,1959,83
1375540,178039,3621,89
1375541,178039,1525,72
1375542,178039,880,104
1375543,178039,3499,33
1375544,178040,1448,89
1375545,178040,859,78
1375546,178040,2049,81
1375547,178040,3765,93
1375548,178040,1574,74
1375549,178040,3800,74
1375550,178040,3466,67
1375551,178040,1476,94
1375552,178040,3275,22
1375553,178040,1448,37
1375554,178041,3456,97
1375555,178041,1412,68
1375556,178041,812,144
1375557,178041,1460,144
1375558,178041,2023,116
1375559,178041,3381,74
1375560,178041,976,159
1375561,178041,2327,125
1375562,178041,3481,81
1375563,178041,3608,125
1375564,178041,888,61
1375565,178041,843,235
1375566,178041,2410,236
1375567,178041,3571,81
1375568,178042,1513,71
1375570,178042,880,173
1375571,178042,2335,64
1375572,178042,3462,42
1375573,178042,2324,42
1375574,178042,2474,132
1375575,178042,3437,50
1375577,178043,1497,231
1375578,178043,1367,386
1375579,178043,2690,440
1375580,178043,3242,122
1375581,178043,1611,204
1375582,178043,2019,160
1375583,178043,96,196
1375584,178043,885,236
1375585,178043,3495,106
1375588,178044,1006,403
1375589,178044,3484,43
1375592,178045,2545,121
1375593,178045,2004,82
1375594,178045,1302,164
1375595,178046,3575,78
1375596,178046,3522,15
1375597,178046,1391,126
1375598,178046,1417,15
1375599,178047,1299,22
1375600,178047,3320,46
1375601,178047,2430,39
1375602,178047,1571,48
1375603,178047,3427,10
1375604,178047,3213,6
1375605,178048,1517,34
1375606,178048,3209,10
1375607,178048,884,39
1375608,178048,962,6
1375609,178049,3501,35
1375610,178049,1542,39
1375611,178049,1603,23
1375612,178049,2031,27
1375613,178049,3415,21
1375614,178050,1500,124
1375615,178050,1969,71
1375616,178050,992,210
1375617,178050,2042,210
1375618,178050,992,210
1375619,178050,1512,179
1375620,178050,3189,36
1375621,178050,3262,22
1375622,178050,1716,109
1375623,178050,1195,280
1375624,178050,1276,22
1375625,178051,2522,48
1375626,178051,3403,24
1375627,178051,1632,30
1375628,178052,2509,326
1375629,178052,1783,60
1375630,178053,2499,194
1375631,178053,1223,286
1375632,178053,3127,356
1375633,178053,1229,356
1375634,178053,2629,262
1375635,178053,2495,84
1375636,178053,1353,286
1375637,178053,1509,230
1375638,178053,3210,40
1375639,178053,3142,167
1375640,178053,2548,71
1375641,178053,3807,194
