1390826,180000,2399,39
1390827,180000,3506,50
1390828,180000,2678,129
1390829,180001,1534,90
1390830,180001,880,40
1390831,180002,3168,172
1390832,180002,926,212
1390833,180002,2723,151
1390834,180002,1603,32
1390835,180002,1875,16
1390836,180003,1570,68
1390837,180003,3327,20
1390838,180003,921,79
1390839,180003,2313,62
1390840,180003,3572,40
1390841,180003,2969,149
1390842,180003,3402,83
1390843,180003,3557,67
1390844,180003,1176,42
1390845,180003,1536,110
1390846,180003,113,41
1390847,180003,3072,103
1390848,180003,985,161
1390849,180003,3149,161
1390850,180003,1166,172
1390851,180003,3519,42
1390852,180003,3549,12
1390853,180003,3152,149
1390854,180003,1321,176
1390855,180003,925,48
1390856,180003,2111,112
1390857,180004,2492,96
1390858,180004,2046,65
1390859,180004,1823,47
1390860,180004,2031,47
1390861,180004,3257,37
1390862,180004,983,79
1390863,180004,2943,161
1390864,180004,1072,172
1390865,180004,3213,90
1390866,180004,884,79
1390867,180004,2414,62
1390868,180004,3572,40
1390869,180004,3569,12
1390870,180004,1586,87
1390871,180004,3841,68
1390872,180004,2423,31
1390873,180004,981,62
1390874,180004,1914,139
1390875,180004,1523,40
1390876,180004,1314,114
1390877,180004,2337,76
1390878,180004,3226,79
1390879,180004,100,21
1390880,180005,3367,97
1390881,180005,1369,68
1390882,180005,782,144
1390883,180005,1440,144
1390884,180005,3809,165
1390885,180005,2498,195
1390886,180005,2888,84
1390887,180005,1535,32
1390888,180005,152,83
1390889,180005,3036,209
1390890,180005,3850,264
1390891,180005,425,47
1390892,180005,2654,157
1390893,180005,3232,73
1390894,180005,2970,167
1390895,180005,2549,71
1390896,180005,2615,84
1390897,180006,2310,57
1390898,180006,3482,73
1390899,180006,2082,183
1390900,180006,1182,225
1390901,180006,3517,76
1390902,180006,2636,187
1390903,180006,1731,44
1390904,180006,1633,22
1390905,180006,2498,32
1390906,180006,1075,251
1390907,180006,3405,164
1390908,180006,3226,22
1390909,180006,1276,171
1390910,180006,3149,321
1390911,180006,1128,314
1390912,180006,3054,314
1390913,180006,3556,272
1390914,180006,2711,187
1390915,180007,1561,81
1390916,180007,993,117
1390917,180007,2315,73
1390918,180007,885,73
1390919,180007,1283,57
1390920,180008,1526,68
1390921,180008,907,99
1390924,180008,1446,125
1390925,180008,3363,34
1390927,180008,981,154
1390928,180008,2269,62
1390930,180008,966,323
1390931,180008,2416,62
1390932,180008,2975,162
1390933,180008,1111,172
1390934,180008,957,72
1390935,180008,3157,161
1390936,180008,2501,35
1390937,180008,1061,138
1390938,180009,1568,124
1390939,180009,1520,22
1390940,180009,3223,37
1390941,180010,2549,94
1390942,180010,899,124
1390943,180010,1967,113
1390944,180010,1472,39
1390945,180010,3424,20
1390946,180011,1574,84
1390947,180011,2470,72
1390948,180012,1628,134
1390949,180012,1237,191
1390950,180012,2450,176
1390951,180012,1022,171
1390952,180012,3188,214
1390953,180012,1201,219
1390954,180012,2086,158
1390955,180013,1480,84
1390956,180013,3671,84
1390957,180013,1719,133
1390958,180013,1934,58
1390959,180014,914,40
1390960,180014,2367,81
1390961,180014,3411,105
1390962,180015,3320,24
1390963,180015,3497,33
1390964,180016,3522,31
1390965,180016,2145,50
1390966,180016,2350,57
1390967,180016,3539,20
1390968,180017,1475,86
1390969,180017,760,73
1390970,180018,3570,81
1390971,180018,2338,53
1390972,180018,3473,53
1390973,180018,2117,132
1390976,180019,3611,166
1390977,180019,1357,31
1390978,180020,2914,161
1390979,180020,1100,212
1390980,180020,769,157
1390981,180020,2818,91
1390982,180020,3205,44
1390983,180020,884,97
1390984,180020,2813,141
1390985,180021,884,15
1390986,180021,3031,80
1390987,180021,1126,86
1390988,180021,3069,86
1390989,180021,1970,35
1390990,180021,1468,20
1390991,180022,785,70
1390992,180022,2020,61
1390993,180022,3845,69
1390994,180022,1555,56
1390995,180022,1425,23
1390996,180022,942,92
1390997,180022,1423,92
